Time,mm/10-min
2019-12-27 10:40:00,0.0
2019-12-27 10:50:00,0.0
2019-12-27 11:00:00,0.0
2019-12-27 11:10:00,0.0
2019-12-27 11:20:00,0.0
2019-12-27 11:30:00,0.0
2019-12-27 11:40:00,0.0
2019-12-27 11:50:00,0.0
2019-12-27 12:00:00,0.0
2019-12-27 12:10:00,0.0
2019-12-27 12:20:00,0.0
2019-12-27 12:30:00,0.0
2019-12-27 12:40:00,0.1
2019-12-27 12:50:00,2.2
2019-12-27 13:00:00,4.2
2019-12-27 13:10:00,1.9
2019-12-27 13:20:00,1.6
2019-12-27 13:30:00,0.1
2019-12-27 13:40:00,0.0
2019-12-27 13:50:00,0.0
2019-12-27 14:00:00,0.0
2019-12-27 14:10:00,0.0
2019-12-27 14:20:00,0.0
2019-12-27 14:30:00,0.0
2019-12-27 14:40:00,0.0
2019-12-27 14:50:00,0.0
2019-12-27 15:00:00,0.0
2019-12-27 15:10:00,0.0
2019-12-27 15:20:00,0.0
2019-12-27 15:30:00,0.0
2019-12-27 15:40:00,0.0
2019-12-27 15:50:00,0.0
2019-12-27 16:00:00,0.0
2019-12-27 16:10:00,0.0
2019-12-27 16:20:00,0.0
2019-12-27 16:30:00,0.0
2019-12-27 16:40:00,0.0
2019-12-27 16:50:00,0.1
2019-12-27 17:00:00,0.0
2019-12-27 17:10:00,0.0
2019-12-27 17:20:00,0.0
2019-12-27 17:30:00,0.0
2019-12-27 17:40:00,0.0
2019-12-27 17:50:00,0.0
2019-12-27 18:00:00,0.0
2019-12-27 18:10:00,0.0
2019-12-27 18:20:00,0.1
2019-12-27 18:30:00,0.0
2019-12-27 18:40:00,0.0
2019-12-27 18:50:00,0.0
2019-12-27 19:00:00,0.0
2019-12-27 19:10:00,0.0
2019-12-27 19:20:00,0.0
2019-12-27 19:30:00,0.0
2019-12-27 19:40:00,0.0
2019-12-27 19:50:00,0.0
2019-12-27 20:00:00,0.0
2019-12-27 20:10:00,0.0
2019-12-27 20:20:00,0.0
2019-12-27 20:30:00,0.0
2019-12-27 20:40:00,0.0
2019-12-27 20:50:00,0.0
2019-12-27 21:00:00,0.0
2019-12-27 21:10:00,0.0
2019-12-27 21:20:00,2.2
2019-12-27 21:30:00,0.6
2019-12-27 21:40:00,0.2
2019-12-27 21:50:00,0.0
2019-12-27 22:00:00,0.0
2019-12-27 22:10:00,0.0
2019-12-27 22:20:00,0.0
2019-12-27 22:30:00,0.0
2019-12-27 22:40:00,0.0
2019-12-27 22:50:00,0.0
2019-12-27 23:00:00,0.0
2019-12-27 23:10:00,0.0
2019-12-27 23:20:00,0.0
2019-12-27 23:30:00,0.0
2019-12-27 23:40:00,0.0
2019-12-27 23:50:00,0.0
2019-12-28 00:00:00,0.0
2019-12-28 00:10:00,0.9
2019-12-28 00:20:00,0.4
2019-12-28 00:30:00,0.2
2019-12-28 00:40:00,0.0
2019-12-28 00:50:00,0.0
2019-12-28 01:00:00,0.0
2019-12-28 01:10:00,0.1
2019-12-28 01:20:00,0.0
2019-12-28 01:30:00,0.1
2019-12-28 01:40:00,0.5
2019-12-28 01:50:00,0.0
2019-12-28 02:00:00,0.0
2019-12-28 02:10:00,0.0
2019-12-28 02:20:00,0.0
2019-12-28 02:30:00,0.0
2019-12-28 02:40:00,0.1
2019-12-28 02:50:00,0.0
2019-12-28 03:00:00,0.0
2019-12-28 03:10:00,0.0
2019-12-28 03:20:00,0.0
2019-12-28 03:30:00,0.0
2019-12-28 03:40:00,0.0
2019-12-28 03:50:00,0.0
2019-12-28 04:00:00,0.1
2019-12-28 04:10:00,0.0
2019-12-28 04:20:00,0.5
2019-12-28 04:30:00,0.3
2019-12-28 04:40:00,0.2
2019-12-28 04:50:00,0.0
2019-12-28 05:00:00,0.0
2019-12-28 05:10:00,0.0
2019-12-28 05:20:00,0.1
2019-12-28 05:30:00,0.0
2019-12-28 05:40:00,0.0
2019-12-28 05:50:00,0.0
2019-12-28 06:00:00,0.0
2019-12-28 06:10:00,0.0
2019-12-28 06:20:00,0.0
2019-12-28 06:30:00,0.0
2019-12-28 06:40:00,0.0
2019-12-28 06:50:00,0.3
2019-12-28 07:00:00,0.3
2019-12-28 07:10:00,0.1
2019-12-28 07:20:00,0.0
2019-12-28 07:30:00,0.1
2019-12-28 07:40:00,0.1
2019-12-28 07:50:00,0.0
2019-12-28 08:00:00,0.1
2019-12-28 08:10:00,0.3
2019-12-28 08:20:00,0.7
2019-12-28 08:30:00,0.8
2019-12-28 08:40:00,0.1
2019-12-28 08:50:00,0.0
2019-12-28 09:00:00,0.0
2019-12-28 09:10:00,0.0
2019-12-28 09:20:00,0.0
2019-12-28 09:30:00,0.0
2019-12-28 09:40:00,0.0
2019-12-28 09:50:00,0.1
2019-12-28 10:00:00,0.2
2019-12-28 10:10:00,0.2
2019-12-28 10:20:00,0.2
2019-12-28 10:30:00,0.1
2019-12-28 10:40:00,0.2
2019-12-28 10:50:00,0.2
2019-12-28 11:00:00,0.2
2019-12-28 11:10:00,0.4
2019-12-28 11:20:00,0.5
2019-12-28 11:30:00,0.4
2019-12-28 11:40:00,0.7
2019-12-28 11:50:00,1.1
2019-12-28 12:00:00,1.3
2019-12-28 12:10:00,0.6
2019-12-28 12:20:00,0.4
2019-12-28 12:30:00,0.1
2019-12-28 12:40:00,0.1
2019-12-28 12:50:00,0.0
2019-12-28 13:00:00,0.2
2019-12-28 13:10:00,0.0
2019-12-28 13:20:00,0.1
2019-12-28 13:30:00,0.0
2019-12-28 13:40:00,0.1
2019-12-28 13:50:00,0.2
2019-12-28 14:00:00,0.0
2019-12-28 14:10:00,0.2
2019-12-28 14:20:00,0.2
2019-12-28 14:30:00,0.4
2019-12-28 14:40:00,1.3
2019-12-28 14:50:00,0.3
2019-12-28 15:00:00,0.1
2019-12-28 15:10:00,0.0
2019-12-28 15:20:00,0.0
2019-12-28 15:30:00,0.0
2019-12-28 15:40:00,0.0
2019-12-28 15:50:00,0.0
2019-12-28 16:00:00,0.1
2019-12-28 16:10:00,0.1
2019-12-28 16:20:00,0.0
