Time,mm/10-min
2020-11-04 06:10:00,0.0
2020-11-04 06:20:00,0.1
2020-11-04 06:30:00,0.0
2020-11-04 06:40:00,2.2
2020-11-04 06:50:00,6.1
2020-11-04 07:00:00,0.1
2020-11-04 07:10:00,0.0
2020-11-04 07:20:00,0.0
2020-11-04 07:30:00,0.0
2020-11-04 07:40:00,0.0
2020-11-04 07:50:00,0.0
2020-11-04 08:00:00,0.0
2020-11-04 08:10:00,0.0
2020-11-04 08:20:00,0.0
2020-11-04 08:30:00,0.0
2020-11-04 08:40:00,0.0
2020-11-04 08:50:00,0.2
2020-11-04 09:00:00,0.0
2020-11-04 09:10:00,0.0
2020-11-04 09:20:00,0.0
2020-11-04 09:30:00,0.0
2020-11-04 09:40:00,0.0
2020-11-04 09:50:00,0.0
2020-11-04 10:00:00,0.0
2020-11-04 10:10:00,0.0
2020-11-04 10:20:00,0.0
2020-11-04 10:30:00,0.0
2020-11-04 10:40:00,0.0
2020-11-04 10:50:00,0.0
2020-11-04 11:00:00,0.8
2020-11-04 11:10:00,0.3
2020-11-04 11:20:00,0.5
2020-11-04 11:30:00,0.3
2020-11-04 11:40:00,2.2
2020-11-04 11:50:00,2.0
2020-11-04 12:00:00,0.3
2020-11-04 12:10:00,2.0
2020-11-04 12:20:00,0.5
2020-11-04 12:30:00,0.0
2020-11-04 12:40:00,0.0
2020-11-04 12:50:00,0.0
2020-11-04 13:00:00,0.0
2020-11-04 13:10:00,0.0
2020-11-04 13:20:00,0.0
2020-11-04 13:30:00,0.0
2020-11-04 13:40:00,0.3
2020-11-04 13:50:00,0.0
2020-11-04 14:00:00,0.0
2020-11-04 14:10:00,0.0
2020-11-04 14:20:00,0.0
2020-11-04 14:30:00,0.0
2020-11-04 14:40:00,0.0
2020-11-04 14:50:00,0.0
2020-11-04 15:00:00,0.0
2020-11-04 15:10:00,0.0
2020-11-04 15:20:00,0.0
2020-11-04 15:30:00,0.0
2020-11-04 15:40:00,0.0
2020-11-04 15:50:00,0.0
2020-11-04 16:00:00,0.0
2020-11-04 16:10:00,0.0
2020-11-04 16:20:00,0.0
2020-11-04 16:30:00,0.0
2020-11-04 16:40:00,0.0
2020-11-04 16:50:00,0.0
2020-11-04 17:00:00,0.0
2020-11-04 17:10:00,0.0
2020-11-04 17:20:00,0.0
2020-11-04 17:30:00,0.0
2020-11-04 17:40:00,0.0
2020-11-04 17:50:00,0.0
2020-11-04 18:00:00,0.0
2020-11-04 18:10:00,0.0
2020-11-04 18:20:00,0.0
2020-11-04 18:30:00,0.0
2020-11-04 18:40:00,0.0
2020-11-04 18:50:00,0.0
2020-11-04 19:00:00,0.0
2020-11-04 19:10:00,0.0
2020-11-04 19:20:00,0.1
2020-11-04 19:30:00,0.0
2020-11-04 19:40:00,0.2
2020-11-04 19:50:00,0.0
2020-11-04 20:00:00,0.0
2020-11-04 20:10:00,0.0
2020-11-04 20:20:00,0.3
2020-11-04 20:30:00,0.0
2020-11-04 20:40:00,0.0
2020-11-04 20:50:00,0.0
2020-11-04 21:00:00,0.0
2020-11-04 21:10:00,0.0
2020-11-04 21:20:00,0.0
2020-11-04 21:30:00,0.0
2020-11-04 21:40:00,0.0
2020-11-04 21:50:00,0.0
2020-11-04 22:00:00,3.4
2020-11-04 22:10:00,1.3
2020-11-04 22:20:00,0.1
2020-11-04 22:30:00,0.1
2020-11-04 22:40:00,0.0
2020-11-04 22:50:00,0.0
2020-11-04 23:00:00,0.0
2020-11-04 23:10:00,0.0
2020-11-04 23:20:00,0.0
2020-11-04 23:30:00,0.0
2020-11-04 23:40:00,0.0
2020-11-04 23:50:00,0.0
2020-11-05 00:00:00,0.0
2020-11-05 00:10:00,0.0
2020-11-05 00:20:00,0.0
2020-11-05 00:30:00,0.0
2020-11-05 00:40:00,0.0
2020-11-05 00:50:00,0.0
2020-11-05 01:00:00,2.8
2020-11-05 01:10:00,5.5
2020-11-05 01:20:00,5.9
2020-11-05 01:30:00,9.5
2020-11-05 01:40:00,1.3
2020-11-05 01:50:00,0.0
